id,code,name,parent_id/id,account_type,reconcile,chart_template_id/id
a_1151_02,1151.02,ภาษีนิติบุคคลจ่ายล่วงหน้า,ineco_l10n_th.a_1151_00,asset_current,TRUE,ineco_l10n_th.chart
a_1151_03,1151.03,เงินประกัน,ineco_l10n_th.a_1151_00,asset_current,TRUE,ineco_l10n_th.chart
a_1151_04,1151.04,ค่าบริการบำรุงรักษาสนง.จ่ายล่วงหน้า,ineco_l10n_th.a_1151_00,asset_current,TRUE,ineco_l10n_th.chart
a_1151_05,1151.05,ค่าที่ปรึกษาจ่ายล่วงหน้า,ineco_l10n_th.a_1151_00,asset_current,TRUE,ineco_l10n_th.chart
a_1151_06,1151.06,ภาษีถูกหัก ณ ที่จ่าย,ineco_l10n_th.a_1151_00,asset_current,TRUE,ineco_l10n_th.chart
a_1151_07,1151.07,ค่าเบี้ยประกัน.เครื่องใช้สนง.จ่ายล่วงหน้า,ineco_l10n_th.a_1151_00,asset_current,TRUE,ineco_l10n_th.chart
a_1151_08,1151.08,ค่าเบี้ยประกัน.ยานพาหนะจ่ายล่วงหน้า,ineco_l10n_th.a_1151_00,asset_current,TRUE,ineco_l10n_th.chart
a_1151_09,1151.09,ค่าเบี้ยประกัน.อาคารและโกดังจ่ายล่วงหน้า,ineco_l10n_th.a_1151_00,asset_current,TRUE,ineco_l10n_th.chart
a_1151_10,1151.10,ค่าพัฒนาระบบคอมพิวเตอร์จ่ายล่วงหน้า,ineco_l10n_th.a_1151_00,asset_current,TRUE,ineco_l10n_th.chart
a_1151_11,1151.11,ค่าใช้จ่ายจ่ายล่วงหน้า.อื่นๆ,ineco_l10n_th.a_1151_00,asset_current,TRUE,ineco_l10n_th.chart
a_1152_00,1152.00,เงินทดลองจ่ายพนักงาน,ineco_l10n_th.a_1150_00,asset_current,TRUE,ineco_l10n_th.chart
a_1153_00,1153.00,รายได้ค้างรับ,ineco_l10n_th.a_1150_00,view,FALSE,ineco_l10n_th.chart
a_1153_01,1153.01,ดอกเบี้ยค้างรับ,ineco_l10n_th.a_1153_00,asset_current,TRUE,ineco_l10n_th.chart
a_1153_02,1153.02,รายได้ค้างรับอื่น,ineco_l10n_th.a_1153_00,asset_current,TRUE,ineco_l10n_th.chart
a_1154_00,1154.00,ภาษีซื้อ,ineco_l10n_th.a_1150_00,asset_current,TRUE,ineco_l10n_th.chart
a_1155_00,1155.00,ภาษีซื้อรอนำส่ง,ineco_l10n_th.a_1150_00,asset_current,TRUE,ineco_l10n_th.chart
a_1156_00,1156.00,ลูกหนี้.กรมสรรพากร,ineco_l10n_th.a_1150_00,asset_current,TRUE,ineco_l10n_th.chart
a_1200_00,1200.00,ลูกหนี้เงินให้กู้ยืมแก่กรรมการและลูกจ้าง,ineco_l10n_th.a_1000_00,view,TRUE,ineco_l10n_th.chart
